Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_None,BsmtQual_TA,BsmtCond_Gd,BsmtCond_None,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,BsmtExposure_None,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_None,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_None,BsmtFinType2_Rec,BsmtFinType2_Unf,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_None,Electrical_SBrkr,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,FireplaceQu_Fa,FireplaceQu_Gd,FireplaceQu_None,FireplaceQu_Po,FireplaceQu_TA,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Fa,GarageQual_Gd,GarageQual_None,GarageQual_Po,GarageQual_TA,GarageCond_Fa,GarageCond_Gd,GarageCond_None,GarageCond_Po,GarageCond_TA,PavedDrive_P,PavedDrive_Y,PoolQC_Fa,PoolQC_Gd,PoolQC_None,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,LivArea_Qual,TotalArea,House_Age,Garage_Efficiency,Quality_Index,HouseAge,Age_Bin_Recent,Age_Bin_MidAge,Age_Bin_Old,Age_Bin_VeryOld,LivArea_Bin_Medium,LivArea_Bin_High,LivArea_Bin_VeryHigh,LotArea_Bin_Medium,LotArea_Bin_Large,LotArea_Bin_VeryLarge
0.0,0.39999999999999997,0.3723404255319148,0.40979284369114877,0.625,0.33333333333333326,0.9393939393939412,0.8833333333333329,0.46335697399527187,0.436071649166152,0.0,0.08777062609713283,0.3309941520467837,0.26760563380281693,0.6330615270570793,0.0,0.5955056179775281,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,0.7142857142857142,0.0,0.9270833333333321,0.5,0.5159574468085106,0.0,0.3765432098765432,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.5120689655172413,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.37219101123595505,0.5985997858496006,-0.056060606060608364,0.2579787234042553,0.2083333333333333,2025.060606060606,False,False,False,False,False,False,True,True,False,False
0.001374570446735395,0.39999999999999997,0.4042553191489361,0.6207156308851224,0.625,0.33333333333333326,0.9191919191919204,0.8666666666666671,0.3829787234042553,0.30018529956763434,0.0,0.253949678174371,0.3684210526315789,0.30857874519846346,0.6419570051890289,0.0,0.6310861423220974,0.5,0.0,0.5,1.0,0.6666666666666667,0.0,0.42857142857142855,0.5,0.90625,0.5,0.5957446808510638,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.5,0.5637931034482758,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.39442883895131087,0.6769997978300424,-0.05252525252525331,0.2978723404255319,0.2083333333333333,2025.080808080808,False,False,False,False,False,False,True,False,False,True
0.0027491408934707906,0.39999999999999997,0.5744680851063829,0.8474576271186441,0.75,0.33333333333333326,0.9090909090909101,0.8333333333333357,0.8274231678486997,0.4045707226683138,0.0,0.28671737858396723,0.5,0.4526248399487836,0.7805782060785766,0.0,0.8239700374531834,0.5,0.0,0.5,1.0,1.0,0.0,0.857142857142857,0.5,0.8958333333333321,1.0,0.898936170212766,0.4752475247524752,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.5,0.6551724137931034,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6179775280898876,0.9526248399487836,-0.07575757575757436,0.898936170212766,0.24999999999999994,2025.090909090909,False,False,False,False,False,False,True,False,False,True
0.004123711340206186,0.0,0.4787234042553191,0.5328813559322034,0.75,0.33333333333333326,0.9494949494949516,0.9166666666666643,0.43971631205673756,0.8455836936380482,0.0,0.18548858981860739,0.816374269005848,0.8040973111395646,0.0,0.0,0.5880149812734082,0.5,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9375,0.5,0.6329787234042553,0.6311881188118812,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.8517241379310345,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.4410112359550562,1.6204715801454126,-0.032828282828287314,0.31648936170212766,0.24999999999999994,2025.050505050505,False,False,False,False,False,False,True,False,True,False
0.006872852233676977,0.0,0.42553191489361697,0.6169491525423729,0.375,0.33333333333333326,0.5555555555555571,0.25,0.0,0.5596046942557135,0.0,0.07840842598010532,0.43859649122807015,0.3854033290653009,0.0,0.0,0.2818352059925094,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,0.28571428571428564,0.0,0.53125,0.0,0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.5,0.2396551724137931,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.10568820224719103,0.823999820293371,-0.30555555555555713,0.0,0.12499999999999997,2025.4444444444443,False,False,False,False,False,False,False,False,False,True
0.00893470790378007,0.0,0.648936170212766,0.575668549905838,0.625,0.33333333333333326,0.9696969696969688,0.9500000000000028,0.7234042553191489,0.0,0.0,0.874195435927443,0.7040935672514621,0.676056338028169,0.0,0.0,0.4943820224719101,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.5714285714285714,0.5,0.9583333333333321,1.0,0.9042553191489361,0.39603960396039606,0.2037037037037037,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.25,0.756896551724138,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.3089887640449438,1.380149905279631,-0.019696969696965994,0.9042553191489361,0.2083333333333333,2025.030303030303,False,False,False,False,False,True,False,False,True,False
0.012371134020618558,0.0,0.3829787234042553,0.8048964218455744,0.375,0.33333333333333326,0.9494949494949516,0.8999999999999986,0.0,0.39901173563928355,0.0,0.2738443534230544,0.48187134502923984,0.43277848911651723,0.0,0.0,0.31647940074906367,0.5,0.0,0.0,1.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.9375,0.5,0.5531914893617021,0.0,0.6296296296296295,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.3413793103448276,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.11867977528089887,0.9146498341457571,-0.04949494949495303,0.2765957446808511,0.12499999999999997,2025.050505050505,False,False,False,False,False,False,False,False,False,True
0.013058419243986256,0.0,0.42553191489361697,0.3427495291902072,0.375,0.6666666666666667,0.4848484848484844,0.25,0.0,0.3113032736256949,0.0,0.30719719133996487,0.43216374269005847,0.5768245838668373,0.0,0.0,0.42181647940074907,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.42857142857142855,0.0,0.45833333333333215,0.0,0.17819148936170212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.75,0.27241379310344827,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1581811797752809,1.0089883265568957,-0.23484848484848442,0.0,0.25,2025.5151515151515,False,False,False,False,True,False,False,False,False,False
0.013745704467353953,0.39999999999999997,0.7553191489361702,0.8440677966101694,0.75,0.33333333333333326,0.9595959595959584,0.93333333333333,0.8983451536643026,0.0,0.0,0.6775892334698654,0.5076023391812865,0.46094750320102434,0.9028910303928835,0.0,0.9073033707865169,0.0,0.0,1.0,1.0,1.0,0.0,0.857142857142857,0.5,0.9479166666666643,1.0,0.9215425531914893,0.594059405940594,0.9506172839506173,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.9148275862068966,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.6804775280898877,0.9685498423823109,-0.02626262626262843,0.9215425531914893,0.24999999999999994,2025.0404040404042,False,False,False,False,False,False,True,False,False,True
0.015807560137457044,1.0,0.14893617021276595,0.0914500941619586,0.375,0.9999999999999998,0.6666666666666679,0.43333333333333,0.0,0.5188387893761581,0.0,0.11702750146284377,0.43859649122807015,0.3982074263764404,0.0,0.0,0.29119850187265917,0.5,0.0,0.0,0.0,0.6666666666666667,0.0,0.42857142857142855,0.5,0.6458333333333321,0.5,0.5478723404255319,0.24752475247524752,0.6790123456790123,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.2410344827586207,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.10919943820224719,0.8368039176045106,-0.23333333333333783,0.27393617021276595,0.3749999999999999,2025.3333333333333,False,False,False,False,False,False,False,False,False,False
